Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count,Outlier_IQR,Z_score,Outlier_Z,Count_capped
Chandigarh,Traffic Control,Uncontrolled,Persons Killed,5.0,False,-0.3583992211161777,False,5.0
Chandigarh,Traffic Control,Uncontrolled,Total Injured,17.0,False,-0.31479287491753055,False,17.0
Chandigarh,Traffic Control,Uncontrolled,Total number of Accidents,17.0,False,-0.31479287491753055,False,17.0
Chennai,Traffic Control,Flashing Signal/Blinker,Greviously Injured,198.0,True,0.3429361802453977,False,176.25
Chennai,Traffic Control,Flashing Signal/Blinker,Minor Injury,525.0,True,1.5312091141585333,False,176.25
Chennai,Traffic Control,Flashing Signal/Blinker,Persons Killed,212.0,True,0.39381025081048604,False,176.25
Chennai,Traffic Control,Flashing Signal/Blinker,Total Injured,723.0,True,2.2507138264362117,False,176.25
Chennai,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,776.0,True,2.4433085221469035,False,176.25
Chennai,Traffic Control,Others,Greviously Injured,369.0,True,0.96432661357612,False,176.25
Chennai,Traffic Control,Others,Minor Injury,1214.0,True,4.034940158397525,True,176.25
Chennai,Traffic Control,Others,Persons Killed,276.0,True,0.6263774305366044,False,176.25
Chennai,Traffic Control,Others,Total Injured,1583.0,True,5.375835304005926,True,176.25
Chennai,Traffic Control,Others,Total number of Accidents,1598.0,True,5.4303432367542355,True,176.25
Chennai,Traffic Control,Police Controlled,Greviously Injured,78.0,False,-0.09312728174107408,False,78.0
Chennai,Traffic Control,Police Controlled,Minor Injury,445.0,True,1.2405001395008854,False,176.25
Chennai,Traffic Control,Police Controlled,Persons Killed,110.0,False,0.02315630812198506,False,110.0
Chennai,Traffic Control,Police Controlled,Total Injured,523.0,True,1.5239413897920921,False,176.25
Chennai,Traffic Control,Police Controlled,Total number of Accidents,501.0,True,1.4439964217612389,False,176.25
Chennai,Traffic Control,Stop Sign,Greviously Injured,88.0,False,-0.0567886599088681,False,88.0
Chennai,Traffic Control,Stop Sign,Minor Injury,234.0,True,0.47375521884133925,False,176.25
Chennai,Traffic Control,Stop Sign,Persons Killed,81.0,False,-0.08222569519141229,False,81.0
Chennai,Traffic Control,Stop Sign,Total Injured,322.0,True,0.7935350909647519,False,176.25
Chennai,Traffic Control,Stop Sign,Total number of Accidents,384.0,True,1.018834546324429,False,176.25
Chennai,Traffic Control,Traffic Light Signal,Greviously Injured,89.0,False,-0.0531547977256475,False,89.0
Chennai,Traffic Control,Traffic Light Signal,Minor Injury,389.0,True,1.037003857240532,False,176.25
Chennai,Traffic Control,Traffic Light Signal,Persons Killed,65.0,False,-0.14036749012294186,False,65.0
Chennai,Traffic Control,Traffic Light Signal,Total Injured,478.0,True,1.3604175915471652,False,176.25
Chennai,Traffic Control,Traffic Light Signal,Total number of Accidents,433.0,True,1.1968937933022383,False,176.25
Chennai,Traffic Control,Uncontrolled,Greviously Injured,119.0,False,0.05586106777097044,False,119.0
Chennai,Traffic Control,Uncontrolled,Minor Injury,515.0,True,1.4948704923263274,False,176.25
Chennai,Traffic Control,Uncontrolled,Persons Killed,128.0,False,0.08856582741995582,False,128.0
Chennai,Traffic Control,Uncontrolled,Total Injured,634.0,True,1.9273000921295784,False,176.25
Chennai,Traffic Control,Uncontrolled,Total number of Accidents,697.0,True,2.1562334096724762,False,176.25
Coimbatore,Traffic Control,Flashing Signal/Blinker,Greviously Injured,11.0,False,-0.33659604801685417,False,11.0
Coimbatore,Traffic Control,Flashing Signal/Blinker,Minor Injury,16.0,False,-0.31842673710075114,False,16.0
Coimbatore,Traffic Control,Flashing Signal/Blinker,Persons Killed,2.0,False,-0.36930080766583956,False,2.0
Coimbatore,Traffic Control,Flashing Signal/Blinker,Total Injured,27.0,False,-0.27845425308532457,False,27.0
Coimbatore,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,25.0,False,-0.28572197745176575,False,25.0
Coimbatore,Traffic Control,Others,Greviously Injured,267.0,True,0.593672670887619,False,176.25
Coimbatore,Traffic Control,Others,Minor Injury,244.0,True,0.5100938406735452,False,176.25
Coimbatore,Traffic Control,Others,Persons Killed,54.0,False,-0.18033997413836844,False,54.0
Coimbatore,Traffic Control,Others,Total Injured,511.0,True,1.480335043593445,False,176.25
Coimbatore,Traffic Control,Others,Total number of Accidents,500.0,True,1.4403625595780183,False,176.25
Coimbatore,Traffic Control,Police Controlled,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Coimbatore,Traffic Control,Police Controlled,Minor Injury,6.0,False,-0.35476535893295713,False,6.0
Coimbatore,Traffic Control,Police Controlled,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Coimbatore,Traffic Control,Police Controlled,Total Injured,6.0,False,-0.35476535893295713,False,6.0
Coimbatore,Traffic Control,Police Controlled,Total number of Accidents,8.0,False,-0.34749763456651594,False,8.0
Coimbatore,Traffic Control,Stop Sign,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Coimbatore,Traffic Control,Stop Sign,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Coimbatore,Traffic Control,Stop Sign,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Coimbatore,Traffic Control,Stop Sign,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Coimbatore,Traffic Control,Stop Sign,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Coimbatore,Traffic Control,Traffic Light Signal,Greviously Injured,11.0,False,-0.33659604801685417,False,11.0
Coimbatore,Traffic Control,Traffic Light Signal,Minor Injury,25.0,False,-0.28572197745176575,False,25.0
Coimbatore,Traffic Control,Traffic Light Signal,Persons Killed,3.0,False,-0.3656669454826189,False,3.0
Coimbatore,Traffic Control,Traffic Light Signal,Total Injured,36.0,False,-0.2457494934363392,False,36.0
Coimbatore,Traffic Control,Traffic Light Signal,Total number of Accidents,40.0,False,-0.2312140447034568,False,40.0
Coimbatore,Traffic Control,Uncontrolled,Greviously Injured,58.0,False,-0.16580452540548604,False,58.0
Coimbatore,Traffic Control,Uncontrolled,Minor Injury,84.0,False,-0.07132410864175048,False,84.0
Coimbatore,Traffic Control,Uncontrolled,Persons Killed,6.0,False,-0.35476535893295713,False,6.0
Coimbatore,Traffic Control,Uncontrolled,Total Injured,142.0,False,0.1394398979850442,False,142.0
Coimbatore,Traffic Control,Uncontrolled,Total number of Accidents,134.0,False,0.11036900051927942,False,134.0
Delhi,Traffic Control,Flashing Signal/Blinker,Greviously Injured,6.0,False,-0.35476535893295713,False,6.0
Delhi,Traffic Control,Flashing Signal/Blinker,Minor Injury,134.0,False,0.11036900051927942,False,134.0
Delhi,Traffic Control,Flashing Signal/Blinker,Persons Killed,49.0,False,-0.19850928505447143,False,49.0
Delhi,Traffic Control,Flashing Signal/Blinker,Total Injured,140.0,False,0.132172173618603,False,140.0
Delhi,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,171.0,False,0.24482190129844153,False,171.0
Delhi,Traffic Control,Others,Greviously Injured,109.0,False,0.01952244593876446,False,109.0
Delhi,Traffic Control,Others,Minor Injury,2180.0,True,7.545251027388622,True,176.25
Delhi,Traffic Control,Others,Persons Killed,686.0,True,2.1162609256570497,False,176.25
Delhi,Traffic Control,Others,Total Injured,2289.0,True,7.941342005359667,True,176.25
Delhi,Traffic Control,Others,Total number of Accidents,2463.0,True,8.573634025240052,True,176.25
Delhi,Traffic Control,Police Controlled,Greviously Injured,5.0,False,-0.3583992211161777,False,5.0
Delhi,Traffic Control,Police Controlled,Minor Injury,42.0,False,-0.22394632033701561,False,42.0
Delhi,Traffic Control,Police Controlled,Persons Killed,20.0,False,-0.3038912883678688,False,20.0
Delhi,Traffic Control,Police Controlled,Total Injured,47.0,False,-0.20577700942091262,False,47.0
Delhi,Traffic Control,Police Controlled,Total number of Accidents,62.0,False,-0.15126907667260364,False,62.0
Delhi,Traffic Control,Stop Sign,Greviously Injured,8.0,False,-0.34749763456651594,False,8.0
Delhi,Traffic Control,Stop Sign,Minor Injury,110.0,False,0.02315630812198506,False,110.0
Delhi,Traffic Control,Stop Sign,Persons Killed,37.0,False,-0.2421156312531186,False,37.0
Delhi,Traffic Control,Stop Sign,Total Injured,118.0,False,0.05222720558774985,False,118.0
Delhi,Traffic Control,Stop Sign,Total number of Accidents,140.0,False,0.132172173618603,False,140.0
Delhi,Traffic Control,Traffic Light Signal,Greviously Injured,39.0,False,-0.2348479068866774,False,39.0
Delhi,Traffic Control,Traffic Light Signal,Minor Injury,300.0,True,0.7135901229338988,False,176.25
Delhi,Traffic Control,Traffic Light Signal,Persons Killed,98.0,False,-0.020450038076662118,False,98.0
Delhi,Traffic Control,Traffic Light Signal,Total Injured,339.0,True,0.855310748079502,False,176.25
Delhi,Traffic Control,Traffic Light Signal,Total number of Accidents,401.0,True,1.0806102034391791,False,176.25
Delhi,Traffic Control,Uncontrolled,Greviously Injured,45.0,False,-0.2130447337873538,False,45.0
Delhi,Traffic Control,Uncontrolled,Minor Injury,684.0,True,2.1089932012906085,False,176.25
Delhi,Traffic Control,Uncontrolled,Persons Killed,306.0,True,0.7353932960332223,False,176.25
Delhi,Traffic Control,Uncontrolled,Total Injured,729.0,True,2.272516999535535,False,176.25
Delhi,Traffic Control,Uncontrolled,Total number of Accidents,941.0,True,3.0428957823783023,True,176.25
Dhanbad,Traffic Control,Flashing Signal/Blinker,Greviously Injured,4.0,False,-0.3620330832993983,False,4.0
Dhanbad,Traffic Control,Flashing Signal/Blinker,Minor Injury,2.0,False,-0.36930080766583956,False,2.0
Dhanbad,Traffic Control,Flashing Signal/Blinker,Persons Killed,11.0,False,-0.33659604801685417,False,11.0
Dhanbad,Traffic Control,Flashing Signal/Blinker,Total Injured,6.0,False,-0.35476535893295713,False,6.0
Dhanbad,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,14.0,False,-0.32569446146719233,False,14.0
Dhanbad,Traffic Control,Others,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Dhanbad,Traffic Control,Others,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Dhanbad,Traffic Control,Others,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Dhanbad,Traffic Control,Others,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Dhanbad,Traffic Control,Others,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Dhanbad,Traffic Control,Police Controlled,Greviously Injured,15.0,False,-0.32206059928397174,False,15.0
Dhanbad,Traffic Control,Police Controlled,Minor Injury,9.0,False,-0.34386377238329535,False,9.0
Dhanbad,Traffic Control,Police Controlled,Persons Killed,32.0,False,-0.2602849421692216,False,32.0
Dhanbad,Traffic Control,Police Controlled,Total Injured,24.0,False,-0.2893558396349864,False,24.0
Dhanbad,Traffic Control,Police Controlled,Total number of Accidents,47.0,False,-0.20577700942091262,False,47.0
Dhanbad,Traffic Control,Stop Sign,Greviously Injured,5.0,False,-0.3583992211161777,False,5.0
Dhanbad,Traffic Control,Stop Sign,Minor Injury,2.0,False,-0.36930080766583956,False,2.0
Dhanbad,Traffic Control,Stop Sign,Persons Killed,9.0,False,-0.34386377238329535,False,9.0
Dhanbad,Traffic Control,Stop Sign,Total Injured,7.0,False,-0.35113149674973654,False,7.0
Dhanbad,Traffic Control,Stop Sign,Total number of Accidents,12.0,False,-0.3329621858336336,False,12.0
Dhanbad,Traffic Control,Traffic Light Signal,Greviously Injured,35.0,False,-0.2493833556195598,False,35.0
Dhanbad,Traffic Control,Traffic Light Signal,Minor Injury,12.0,False,-0.3329621858336336,False,12.0
Dhanbad,Traffic Control,Traffic Light Signal,Persons Killed,18.0,False,-0.31115901273430996,False,18.0
Dhanbad,Traffic Control,Traffic Light Signal,Total Injured,47.0,False,-0.20577700942091262,False,47.0
Dhanbad,Traffic Control,Traffic Light Signal,Total number of Accidents,69.0,False,-0.12583204139005946,False,69.0
Dhanbad,Traffic Control,Uncontrolled,Greviously Injured,13.0,False,-0.329328323650413,False,13.0
Dhanbad,Traffic Control,Uncontrolled,Minor Injury,1.0,False,-0.37293466984906015,False,1.0
Dhanbad,Traffic Control,Uncontrolled,Persons Killed,13.0,False,-0.329328323650413,False,13.0
Dhanbad,Traffic Control,Uncontrolled,Total Injured,14.0,False,-0.32569446146719233,False,14.0
Dhanbad,Traffic Control,Uncontrolled,Total number of Accidents,22.0,False,-0.2966235640014276,False,22.0
Faridabad,Traffic Control,Flashing Signal/Blinker,Greviously Injured,2.0,False,-0.36930080766583956,False,2.0
Faridabad,Traffic Control,Flashing Signal/Blinker,Minor Injury,6.0,False,-0.35476535893295713,False,6.0
Faridabad,Traffic Control,Flashing Signal/Blinker,Persons Killed,3.0,False,-0.3656669454826189,False,3.0
Faridabad,Traffic Control,Flashing Signal/Blinker,Total Injured,8.0,False,-0.34749763456651594,False,8.0
Faridabad,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,9.0,False,-0.34386377238329535,False,9.0
Faridabad,Traffic Control,Others,Greviously Injured,57.0,False,-0.16943838758870663,False,57.0
Faridabad,Traffic Control,Others,Minor Injury,305.0,True,0.7317594338500018,False,176.25
Faridabad,Traffic Control,Others,Persons Killed,160.0,False,0.20484941728301495,False,160.0
Faridabad,Traffic Control,Others,Total Injured,362.0,True,0.9388895782935758,False,176.25
Faridabad,Traffic Control,Others,Total number of Accidents,418.0,True,1.1423858605539292,False,176.25
Faridabad,Traffic Control,Police Controlled,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Faridabad,Traffic Control,Police Controlled,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Faridabad,Traffic Control,Police Controlled,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Faridabad,Traffic Control,Police Controlled,Total Injured,0.0,False,-0.37656853203228075,False,0.0
Faridabad,Traffic Control,Police Controlled,Total number of Accidents,0.0,False,-0.37656853203228075,False,0.0
Faridabad,Traffic Control,Stop Sign,Greviously Injured,1.0,False,-0.37293466984906015,False,1.0
Faridabad,Traffic Control,Stop Sign,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Faridabad,Traffic Control,Stop Sign,Persons Killed,1.0,False,-0.37293466984906015,False,1.0
Faridabad,Traffic Control,Stop Sign,Total Injured,4.0,False,-0.3620330832993983,False,4.0
Faridabad,Traffic Control,Stop Sign,Total number of Accidents,4.0,False,-0.3620330832993983,False,4.0
Faridabad,Traffic Control,Traffic Light Signal,Greviously Injured,1.0,False,-0.37293466984906015,False,1.0
Faridabad,Traffic Control,Traffic Light Signal,Minor Injury,3.0,False,-0.3656669454826189,False,3.0
Faridabad,Traffic Control,Traffic Light Signal,Persons Killed,3.0,False,-0.3656669454826189,False,3.0
Faridabad,Traffic Control,Traffic Light Signal,Total Injured,4.0,False,-0.3620330832993983,False,4.0
Faridabad,Traffic Control,Traffic Light Signal,Total number of Accidents,6.0,False,-0.35476535893295713,False,6.0
Faridabad,Traffic Control,Uncontrolled,Greviously Injured,4.0,False,-0.3620330832993983,False,4.0
Faridabad,Traffic Control,Uncontrolled,Minor Injury,39.0,False,-0.2348479068866774,False,39.0
Faridabad,Traffic Control,Uncontrolled,Persons Killed,28.0,False,-0.274820390902104,False,28.0
Faridabad,Traffic Control,Uncontrolled,Total Injured,43.0,False,-0.22031245815379502,False,43.0
Faridabad,Traffic Control,Uncontrolled,Total number of Accidents,52.0,False,-0.18760769850480963,False,52.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Greviously Injured,16.0,False,-0.31842673710075114,False,16.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Minor Injury,0.0,False,-0.37656853203228075,False,0.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Persons Killed,11.0,False,-0.33659604801685417,False,11.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Total Injured,16.0,False,-0.31842673710075114,False,16.0
Ghaziabad,Traffic Control,Flashing Signal/Blinker,Total number of Accidents,33.0,False,-0.256651079986001,False,33.0
Ghaziabad,Traffic Control,Others,Greviously Injured,170.0,False,0.24118803911522094,False,170.0
Ghaziabad,Traffic Control,Others,Minor Injury,66.0,False,-0.13673362793972124,False,66.0
Ghaziabad,Traffic Control,Others,Persons Killed,194.0,True,0.3284007315125153,False,176.25
Ghaziabad,Traffic Control,Others,Total Injured,236.0,True,0.4810229432077805,False,176.25
Ghaziabad,Traffic Control,Others,Total number of Accidents,336.0,True,0.8444091615298402,False,176.25
Ghaziabad,Traffic Control,Police Controlled,Greviously Injured,0.0,False,-0.37656853203228075,False,0.0
Ghaziabad,Traffic Control,Police Controlled,Minor Injury,2.0,False,-0.36930080766583956,False,2.0
Ghaziabad,Traffic Control,Police Controlled,Persons Killed,0.0,False,-0.37656853203228075,False,0.0
Ghaziabad,Traffic Control,Police Controlled,Total Injured,2.0,False,-0.36930080766583956,False,2.0
Ghaziabad,Traffic Control,Police Controlled,Total number of Accidents,2.0,False,-0.36930080766583956,False,2.0
Ghaziabad,Traffic Control,Stop Sign,Greviously Injured,4.0,False,-0.3620330832993983,False,4.0
Ghaziabad,Traffic Control,Stop Sign,Minor Injury,12.0,False,-0.3329621858336336,False,12.0
Ghaziabad,Traffic Control,Stop Sign,Persons Killed,10.0,False,-0.34022991020007476,False,10.0
Ghaziabad,Traffic Control,Stop Sign,Total Injured,16.0,False,-0.31842673710075114,False,16.0
Ghaziabad,Traffic Control,Stop Sign,Total number of Accidents,28.0,False,-0.274820390902104,False,28.0
Ghaziabad,Traffic Control,Traffic Light Signal,Greviously Injured,10.0,False,-0.34022991020007476,False,10.0
Ghaziabad,Traffic Control,Traffic Light Signal,Minor Injury,16.0,False,-0.31842673710075114,False,16.0
Ghaziabad,Traffic Control,Traffic Light Signal,Persons Killed,8.0,False,-0.34749763456651594,False,8.0
Ghaziabad,Traffic Control,Traffic Light Signal,Total Injured,26.0,False,-0.28208811526854516,False,26.0
